state,year,unemployment_rate
MO,2004,5.841666666666666
MO,2005,5.416666666666667
MO,2006,4.891666666666667
MO,2007,5.083333333333333
MO,2008,6.158333333333334
MO,2009,9.091666666666667
MO,2010,9.416666666666666
MO,2011,8.575000000000001
MO,2012,7.141666666666667
MO,2013,6.758333333333333
MO,2014,6.166666666666667
MO,2015,5.1000000000000005
MO,2016,4.575
MO,2017,3.7916666666666665
MO,2018,3.233333333333333
MO,2019,3.233333333333333
MO,2020,6.216666666666666
MO,2021,4.141666666666667
MO,2022,2.6
MO,2023,3.1
MT,1995,5.708333333333333
MT,1996,5.533333333333334
MT,1997,5.4750000000000005
MT,1998,5.591666666666666
MT,1999,5.3
MT,2000,4.833333333333333
MT,2001,4.616666666666666
MT,2002,4.566666666666666
MT,2003,4.733333333333333
MT,2004,4.541666666666667
MT,2005,4.083333333333333
MT,2006,3.3666666666666667
MT,2007,3.391666666666667
MT,2008,4.7250000000000005
MT,2009,7.1000000000000005
MT,2010,7.1499999999999995
MT,2011,6.625
MT,2012,5.783333333333334
MT,2013,5.3
MT,2014,4.641666666666667
MT,2015,4.241666666666666
MT,2016,4.266666666666667
MT,2017,4.1
MT,2018,3.725
MT,2019,3.5
MT,2020,5.825
MT,2021,3.391666666666667
MT,2022,2.6333333333333333
MT,2023,2.6666666666666665
NE,1995,2.6333333333333333
NE,1996,2.6999999999999997
NE,1997,2.408333333333333
NE,1998,2.5166666666666666
NE,1999,2.766666666666667
NE,2000,2.8333333333333335
NE,2001,3.158333333333333
NE,2002,3.658333333333333
NE,2003,3.9166666666666665
NE,2004,3.8499999999999996
NE,2005,3.775
NE,2006,3.0416666666666665
NE,2007,2.9583333333333335
NE,2008,3.2583333333333333
NE,2009,4.633333333333334
NE,2010,4.641666666666667
NE,2011,4.366666666666666
NE,2012,3.9166666666666665
NE,2013,3.716666666666667
NE,2014,3.233333333333333
NE,2015,2.975
NE,2016,3.108333333333334
NE,2017,2.9583333333333335
NE,2018,2.908333333333333
NE,2019,3.1166666666666667
NE,2020,4.266666666666667
NE,2021,2.6
NE,2022,2.15
NE,2023,2.308333333333333
NV,1995,5.566666666666666
NV,1996,5.083333333333333
NV,1997,4.433333333333334
NV,1998,4.166666666666667
NV,1999,4.05
NV,2000,4.141666666666667
NV,2001,5.108333333333333
NV,2002,5.625
NV,2003,5.2
NV,2004,4.45
NV,2005,4.208333333333333
NV,2006,4.166666666666667
NV,2007,4.766666666666667
NV,2008,6.8999999999999995
NV,2009,11.075000000000001
NV,2010,13.25
NV,2011,12.983333333333334
NV,2012,11.533333333333333
NV,2013,9.966666666666667
NV,2014,8.200000000000001
NV,2015,6.866666666666667
NV,2016,5.833333333333333
NV,2017,5.008333333333334
NV,2018,4.408333333333333
NV,2019,4.108333333333333
NV,2020,13.674999999999999
NV,2021,6.825
NV,2022,5.2
NV,2023,5.141666666666667
NH,1995,3.8166666666666664
NH,1996,3.7416666666666667
NH,1997,3.358333333333333
NH,1998,2.8333333333333335
NH,1999,2.725
NH,2000,2.6666666666666665
NH,2001,3.408333333333333
NH,2002,4.466666666666666
NH,2003,4.433333333333334
NH,2004,3.8249999999999997
NH,2005,3.6333333333333333
NH,2006,3.516666666666667
NH,2007,3.533333333333333
NH,2008,3.766666666666666
NH,2009,6.05
NH,2010,6.058333333333334
NH,2011,5.491666666666667
NH,2012,5.4750000000000005
NH,2013,5.25
NH,2014,4.316666666666666
NH,2015,3.391666666666667
NH,2016,2.891666666666666
NH,2017,2.808333333333333
NH,2018,2.6333333333333333
NH,2019,2.5500000000000003
NH,2020,6.75
NH,2021,3.475
NH,2022,2.4166666666666665
NH,2023,2.2583333333333333
NJ,1995,6.408333333333334
NJ,1996,6.108333333333333
NJ,1997,5.325
NJ,1998,4.566666666666666
NJ,1999,4.441666666666666
NJ,2000,3.65
NJ,2001,4.2250000000000005
NJ,2002,5.7749999999999995
NJ,2003,5.8500000000000005
NJ,2004,4.916666666666667
NJ,2005,4.441666666666666
NJ,2006,4.691666666666667
NJ,2007,4.208333333333333
NJ,2008,5.425
NJ,2009,8.833333333333334
NJ,2010,9.666666666666666
NJ,2011,9.4
NJ,2012,9.450000000000001
NJ,2013,8.416666666666666
NJ,2014,6.683333333333334
NJ,2015,5.691666666666666
NJ,2016,4.933333333333334
NJ,2017,4.516666666666667
NJ,2018,4.016666666666667
NJ,2019,3.4583333333333335
NJ,2020,9.483333333333333
NJ,2021,6.691666666666666
NJ,2022,3.85
NJ,2023,4.2749999999999995
NM,1995,6.633333333333333
NM,1996,7.5249999999999995
NM,1997,6.425
NM,1998,6.233333333333333
NM,1999,5.583333333333333
NM,2000,5.016666666666667
NM,2001,4.966666666666667
NM,2002,5.4750000000000005
NM,2003,5.925
NM,2004,5.583333333333333
NM,2005,5.2250000000000005
NM,2006,4.233333333333333
NM,2007,3.5416666666666665
NM,2008,4.375
NM,2009,7.05
NM,2010,7.816666666666666
NM,2011,7.216666666666666
NM,2012,6.95
NM,2013,6.8999999999999995
NM,2014,6.558333333333334
NM,2015,6.608333333333333
NM,2016,6.783333333333334
NM,2017,6.116666666666667
NM,2018,4.933333333333334
NM,2019,4.966666666666667
NM,2020,7.925
NM,2021,7.066666666666666
NM,2022,4.066666666666667
NM,2023,3.6666666666666665
NY,1995,6.325
NY,1996,6.241666666666667
NY,1997,6.416666666666667
NY,1998,5.583333333333333
NY,1999,5.183333333333334
NY,2000,4.5
NY,2001,4.866666666666666
NY,2002,6.2
NY,2003,6.416666666666667
NY,2004,5.808333333333334
NY,2005,4.95
NY,2006,4.5
NY,2007,4.425
NY,2008,5.391666666666667
NY,2009,8.383333333333333
NY,2010,8.733333333333333
NY,2011,8.358333333333333
NY,2012,8.65
NY,2013,7.816666666666666
NY,2014,6.291666666666667
NY,2015,5.216666666666667
NY,2016,4.875
NY,2017,4.641666666666667
NY,2018,4.1000000000000005
NY,2019,3.891666666666667
NY,2020,9.908333333333333
NY,2021,7.083333333333333
NY,2022,4.291666666666667
NY,2023,4.041666666666667
NC,1995,4.366666666666666
NC,1996,4.341666666666667
NC,1997,3.8249999999999997
NC,1998,3.525
NC,1999,3.3000000000000003
NC,2000,3.75
NC,2001,5.4750000000000005
NC,2002,6.5249999999999995
NC,2003,6.258333333333333
NC,2004,5.466666666666666
NC,2005,5.216666666666667
NC,2006,4.733333333333333
NC,2007,4.716666666666667
NC,2008,5.933333333333334
NC,2009,10.791666666666666
NC,2010,10.799999999999999
NC,2011,10.35
NC,2012,9.6
NC,2013,7.7749999999999995
NC,2014,6.116666666666667
NC,2015,5.658333333333334
NC,2016,5.1
NC,2017,4.55
NC,2018,4.008333333333334
NC,2019,3.875
NC,2020,7.325
NC,2021,4.891666666666667
NC,2022,3.6750000000000003
NC,2023,3.4916666666666667
ND,1995,3.3249999999999997
ND,1996,3.141666666666667
ND,1997,2.9416666666666664
ND,1998,2.966666666666667
ND,1999,3.1500000000000004
ND,2000,2.908333333333333
ND,2001,2.8166666666666664
ND,2002,3.375
ND,2003,3.4499999999999997
ND,2004,3.358333333333333
ND,2005,3.3249999999999997
ND,2006,3.1166666666666667
ND,2007,3.0416666666666665
ND,2008,3.0749999999999997
ND,2009,3.875
ND,2010,3.658333333333333
ND,2011,3.341666666666667
ND,2012,2.9416666666666664
ND,2013,2.891666666666666
ND,2014,2.6666666666666665
ND,2015,2.775
ND,2016,3.016666666666667
ND,2017,2.6
ND,2018,2.3916666666666666
ND,2019,2.15
ND,2020,5.008333333333334
ND,2021,3.091666666666667
ND,2022,2.091666666666667
ND,2023,2.033333333333333
OH,1995,4.858333333333333
OH,1996,5.0
OH,1997,4.616666666666666
OH,1998,4.333333333333333
OH,1999,4.325
OH,2000,4.066666666666666
OH,2001,4.433333333333334
OH,2002,5.816666666666666
OH,2003,6.25
OH,2004,6.2250000000000005
OH,2005,5.8999999999999995
OH,2006,5.433333333333334
OH,2007,5.6000000000000005
OH,2008,6.6000000000000005
OH,2009,10.216666666666667
OH,2010,9.991666666666667
OH,2011,8.758333333333333
OH,2012,7.391666666666667
OH,2013,7.383333333333333
OH,2014,5.816666666666666
OH,2015,4.958333333333333
OH,2016,5.058333333333334
OH,2017,4.933333333333334
OH,2018,4.4750000000000005
OH,2019,4.125
OH,2020,8.258333333333333
OH,2021,5.241666666666666
OH,2022,3.9749999999999996
OH,2023,3.6333333333333333
OK,1995,4.4750000000000005
OK,1996,4.008333333333334
OK,1997,3.9583333333333335
OK,1998,4.075
OK,1999,3.475
OK,2000,2.9916666666666667
OK,2001,3.625
OK,2002,4.616666666666666
OK,2003,5.383333333333333
OK,2004,4.708333333333333
OK,2005,4.325
OK,2006,3.908333333333333
OK,2007,3.9583333333333335
OK,2008,3.608333333333333
OK,2009,6.516666666666667
OK,2010,6.441666666666666
OK,2011,5.566666666666666
OK,2012,5.075
OK,2013,5.116666666666666
OK,2014,4.341666666666667
OK,2015,4.283333333333333
OK,2016,4.6499999999999995
OK,2017,4.033333333333333
OK,2018,3.2916666666666665
OK,2019,3.1166666666666667
OK,2020,6.3
OK,2021,4.0249999999999995
OK,2022,3.025
OK,2023,3.1999999999999997
OR,1995,4.766666666666667
OR,1996,5.558333333333334
OR,1997,5.55
OR,1998,5.641666666666667
OR,1999,5.483333333333333
OR,2000,5.183333333333334
OR,2001,6.358333333333333
OR,2002,7.45
OR,2003,8.016666666666667
OR,2004,7.316666666666666
OR,2005,6.166666666666667
OR,2006,5.391666666666667
OR,2007,5.158333333333333
OR,2008,6.308333333333334
OR,2009,10.633333333333333
OR,2010,10.558333333333332
OR,2011,9.458333333333334
OR,2012,8.708333333333334
OR,2013,7.75
OR,2014,6.641666666666667
OR,2015,5.458333333333333
OR,2016,4.75
OR,2017,4.066666666666666
OR,2018,4.033333333333333
OR,2019,3.725
OR,2020,7.574999999999999
OR,2021,5.1499999999999995
OR,2022,3.9250000000000003
OR,2023,3.7583333333333333
PA,1995,5.916666666666667
PA,1996,5.5
PA,1997,5.125
PA,1998,4.7
PA,1999,4.491666666666666
PA,2000,4.225
PA,2001,4.825
PA,2002,5.541666666666667
PA,2003,5.7
PA,2004,5.341666666666668
PA,2005,4.991666666666666
PA,2006,4.7250000000000005
PA,2007,4.591666666666667
PA,2008,5.383333333333333
PA,2009,8.016666666666666
PA,2010,8.116666666666667
PA,2011,7.7
PA,2012,7.583333333333333
PA,2013,7.05
PA,2014,5.966666666666666
PA,2015,5.416666666666667
PA,2016,5.333333333333333
PA,2017,4.9750000000000005
PA,2018,4.408333333333333
PA,2019,4.266666666666667
PA,2020,8.833333333333334
PA,2021,5.8999999999999995
PA,2022,4.125
PA,2023,3.658333333333333
RI,1995,6.3
RI,1996,5.183333333333334
RI,1997,5.3500000000000005
RI,1998,4.583333333333333
RI,1999,4.183333333333334
RI,2000,4.05
RI,2001,4.491666666666666
RI,2002,5.05
RI,2003,5.5249999999999995
RI,2004,5.283333333333333
RI,2005,5.141666666666667
RI,2006,5.258333333333334
RI,2007,5.116666666666666
RI,2008,7.625
RI,2009,11.166666666666666
RI,2010,11.616666666666667
RI,2011,11.1
RI,2012,10.299999999999999
RI,2013,9.483333333333333
RI,2014,7.766666666666667
RI,2015,6.016666666666667
RI,2016,5.241666666666666
RI,2017,4.4750000000000005
RI,2018,4.05
RI,2019,3.525
RI,2020,9.258333333333333
RI,2021,5.6000000000000005
RI,2022,3.233333333333333
RI,2023,2.983333333333333
SC,1995,5.108333333333333
SC,1996,5.683333333333334
SC,1997,4.491666666666666
SC,1998,3.6333333333333333
SC,1999,4.158333333333333
SC,2000,3.6999999999999997
SC,2001,5.166666666666667
SC,2002,6.075
SC,2003,6.75
SC,2004,6.925
SC,2005,6.783333333333334
SC,2006,6.3500000000000005
SC,2007,5.616666666666667
SC,2008,6.916666666666667
SC,2009,10.966666666666667
SC,2010,11.083333333333334
SC,2011,10.358333333333333
SC,2012,9.033333333333333
SC,2013,7.425
SC,2014,6.3
SC,2015,5.8999999999999995
SC,2016,4.8999999999999995
SC,2017,4.191666666666666
SC,2018,3.3666666666666667
SC,2019,2.766666666666667
SC,2020,6.0
SC,2021,3.9250000000000003
SC,2022,3.1999999999999997
SC,2023,2.9916666666666667
SD,1995,3.1750000000000003
SD,1996,3.266666666666667
SD,1997,2.9416666666666664
SD,1998,2.8833333333333333
SD,1999,2.716666666666667
SD,2000,2.5166666666666666
SD,2001,3.0
SD,2002,3.2583333333333333
SD,2003,3.475
SD,2004,3.5666666666666664
SD,2005,3.516666666666667
SD,2006,3.0083333333333333
SD,2007,2.8499999999999996
SD,2008,3.0749999999999997
SD,2009,4.6000000000000005
SD,2010,4.858333333333333
SD,2011,4.558333333333334
SD,2012,4.016666666666667
SD,2013,3.6999999999999997
SD,2014,3.341666666666667
SD,2015,3.025
SD,2016,3.0
SD,2017,3.016666666666667
SD,2018,2.766666666666667
SD,2019,2.7416666666666667
SD,2020,4.141666666666667
SD,2021,2.5416666666666665
SD,2022,1.8916666666666666
SD,2023,1.8
TN,1995,5.125
TN,1996,5.2
TN,1997,5.2250000000000005
TN,1998,4.3500000000000005
TN,1999,3.9583333333333335
TN,2000,3.8333333333333335
TN,2001,4.591666666666667
TN,2002,5.175
TN,2003,5.533333333333334
TN,2004,5.3500000000000005
TN,2005,5.5
TN,2006,5.216666666666667
TN,2007,4.6499999999999995
TN,2008,6.508333333333333
TN,2009,10.383333333333333
TN,2010,9.799999999999999
TN,2011,9.041666666666666
TN,2012,7.925
TN,2013,7.625
TN,2014,6.575
TN,2015,5.5249999999999995
TN,2016,4.741666666666666
TN,2017,3.733333333333333
TN,2018,3.5
TN,2019,3.3333333333333335
TN,2020,7.491666666666666
TN,2021,4.466666666666667
TN,2022,3.3499999999999996
TN,2023,3.225
TX,1995,6.116666666666667
TX,1996,5.75
TX,1997,5.391666666666667
TX,1998,4.966666666666667
TX,1999,4.7250000000000005
TX,2000,4.366666666666666
TX,2001,4.958333333333333
TX,2002,6.366666666666667
TX,2003,6.758333333333333
TX,2004,6.0249999999999995
TX,2005,5.4750000000000005
TX,2006,4.9750000000000005
TX,2007,4.341666666666667
TX,2008,4.866666666666666
TX,2009,7.591666666666668
TX,2010,8.25
TX,2011,8.033333333333333
TX,2012,6.708333333333333
TX,2013,6.316666666666666
TX,2014,5.183333333333334
TX,2015,4.466666666666667
TX,2016,4.666666666666667
TX,2017,4.358333333333333
TX,2018,3.9166666666666665
TX,2019,3.525
TX,2020,7.7250000000000005
TX,2021,5.625
TX,2022,3.9166666666666665
TX,2023,4.016666666666667
UT,1995,3.4416666666666664
UT,1996,3.375
UT,1997,3.1666666666666665
UT,1998,3.5583333333333336
UT,1999,3.5083333333333333
UT,2000,3.3333333333333335
UT,2001,4.383333333333334
UT,2002,5.666666666666667
UT,2003,5.575
UT,2004,5.0
UT,2005,4.041666666666667
UT,2006,2.8666666666666667
UT,2007,2.558333333333333
UT,2008,3.341666666666667
UT,2009,7.625
UT,2010,8.258333333333333
UT,2011,7.216666666666666
UT,2012,4.758333333333334
UT,2013,4.191666666666666
UT,2014,3.625
UT,2015,3.5
UT,2016,3.3333333333333335
UT,2017,3.158333333333333
UT,2018,2.9166666666666665
UT,2019,2.5416666666666665
UT,2020,4.833333333333333
UT,2021,2.766666666666667
UT,2022,2.3666666666666667
UT,2023,2.6666666666666665
VT,1995,4.175
VT,1996,4.2
VT,1997,3.908333333333333
VT,1998,3.4
VT,1999,3.0666666666666664
VT,2000,2.775
VT,2001,3.216666666666667
VT,2002,3.9416666666666664
VT,2003,4.341666666666667
VT,2004,3.641666666666667
VT,2005,3.475
VT,2006,3.6833333333333336
VT,2007,3.8833333333333333
VT,2008,4.483333333333333
VT,2009,6.516666666666667
VT,2010,6.208333333333333
VT,2011,5.3999999999999995
VT,2012,4.783333333333333
VT,2013,4.416666666666667
VT,2014,3.908333333333333
VT,2015,3.475
VT,2016,3.125
VT,2017,2.9499999999999997
VT,2018,2.5
VT,2019,2.1
VT,2020,5.6499999999999995
VT,2021,3.6166666666666667
VT,2022,2.35
VT,2023,1.9083333333333332
VA,1995,4.416666666666667
VA,1996,4.2250000000000005
VA,1997,3.6
VA,1998,2.8249999999999997
VA,1999,2.6750000000000003
VA,2000,2.2916666666666665
VA,2001,3.1666666666666665
VA,2002,4.191666666666666
VA,2003,4.108333333333333
VA,2004,3.716666666666667
VA,2005,3.4916666666666667
VA,2006,3.0749999999999997
VA,2007,3.0749999999999997
VA,2008,4.075
VA,2009,6.766666666666667
VA,2010,6.808333333333334
VA,2011,6.283333333333334
VA,2012,5.816666666666666
VA,2013,5.5249999999999995
VA,2014,5.066666666666666
VA,2015,4.375
VA,2016,4.0
VA,2017,3.625
VA,2018,3.0
VA,2019,2.725
VA,2020,6.516666666666667
VA,2021,3.8333333333333335
VA,2022,2.6916666666666664
VA,2023,2.6916666666666664
WA,1995,6.208333333333333
WA,1996,5.891666666666667
WA,1997,4.8999999999999995
WA,1998,4.7749999999999995
WA,1999,4.8500000000000005
WA,2000,5.058333333333334
WA,2001,6.05
WA,2002,7.1499999999999995
WA,2003,7.266666666666667
WA,2004,6.25
WA,2005,5.575
WA,2006,4.991666666666666
WA,2007,4.608333333333333
WA,2008,5.2
WA,2009,9.041666666666666
WA,2010,9.991666666666667
WA,2011,9.433333333333334
WA,2012,8.441666666666666
WA,2013,6.625
WA,2014,5.933333333333334
WA,2015,5.441666666666666
WA,2016,5.191666666666666
WA,2017,4.6499999999999995
WA,2018,4.3999999999999995
WA,2019,4.183333333333334
WA,2020,8.700000000000001
WA,2021,5.191666666666667
WA,2022,4.058333333333334
WA,2023,4.2
WV,1995,7.9750000000000005
WV,1996,7.6499999999999995
WV,1997,6.991666666666667
WV,1998,6.6499999999999995
WV,1999,6.441666666666666
WV,2000,5.558333333333334
WV,2001,5.283333333333333
WV,2002,6.075
WV,2003,6.125
WV,2004,5.375
WV,2005,5.041666666666667
WV,2006,4.7749999999999995
WV,2007,4.4750000000000005
WV,2008,4.5249999999999995
WV,2009,7.9750000000000005
WV,2010,8.4
WV,2011,7.708333333333333
WV,2012,7.2
WV,2013,6.708333333333333
WV,2014,6.491666666666667
WV,2015,6.541666666666667
WV,2016,6.075
WV,2017,5.2
WV,2018,5.141666666666667
WV,2019,4.925
WV,2020,8.333333333333334
WV,2021,5.141666666666667
WV,2022,3.858333333333333
WV,2023,3.858333333333333
WI,1995,3.725
WI,1996,3.608333333333333
WI,1997,3.4916666666666667
WI,1998,3.275
WI,1999,3.0666666666666664
WI,2000,3.391666666666667
WI,2001,4.425
WI,2002,5.316666666666667
WI,2003,5.608333333333333
WI,2004,4.966666666666667
WI,2005,4.708333333333333
WI,2006,4.691666666666666
WI,2007,4.825
WI,2008,4.941666666666666
WI,2009,8.833333333333334
WI,2010,8.416666666666666
WI,2011,7.55
WI,2012,6.916666666666667
WI,2013,6.666666666666667
WI,2014,5.366666666666667
WI,2015,4.416666666666667
WI,2016,3.933333333333333
WI,2017,3.283333333333333
WI,2018,3.0
WI,2019,3.2083333333333335
WI,2020,6.433333333333334
WI,2021,3.7916666666666665
WI,2022,2.808333333333333
WI,2023,2.8000000000000003
WY,1995,4.766666666666667
WY,1996,4.991666666666667
WY,1997,4.783333333333333
WY,1998,4.8
WY,1999,4.716666666666667
WY,2000,3.7916666666666665
WY,2001,3.875
WY,2002,4.058333333333333
WY,2003,4.358333333333333
WY,2004,3.8333333333333335
WY,2005,3.5666666666666664
WY,2006,3.0749999999999997
WY,2007,2.733333333333333
WY,2008,3.0
WY,2009,6.283333333333334
WY,2010,6.875
WY,2011,6.066666666666666
WY,2012,5.441666666666666
WY,2013,4.716666666666667
WY,2014,4.358333333333333
WY,2015,4.25
WY,2016,5.2749999999999995
WY,2017,4.341666666666667
WY,2018,4.066666666666666
WY,2019,3.733333333333333
WY,2020,5.858333333333333
WY,2021,4.55
WY,2022,3.4333333333333336
WY,2023,2.8833333333333333
